gazeTimestamp;gazeXPos;gazeYPos;gazenewCorr;gazesmoothCorr
6.82;0.5742244;0.9474629;;
6.885;0.7101418;1.030574;;
6.907;0.8791759;0.7981173;;
6.929;1.068657;0.4906082
6.669;0.9983066;1.10999;;
6.82;0.5742244;0.9474629;;
6.885;0.7101418;1.030574;;
6.907;0.8791759;0.7981173;;
6.929;1.068657;0.4906082;;
6.669;0.9983066;1.10999;;
6.82;0.5742244;0.9474629;;
6.885;0.7101418;1.030574;;
